Genes	Similarity(max 1)
TTC32	0.989130435
CYB5A	0.989130435
MELTF	0.989130435
ACTN4	0.989133182
F13A1	0.989133247
TSPAN11	0.989142477
NT5E	0.989143844
EMB	0.989144317
MYH2	0.989144737
PLCB2	0.989146627
LCE6A	0.989147287
GLIS1	0.98914791
KIF3B	0.989148581
NPM3	0.98915009
FUK	0.98915009
C17orf74	0.98915009
P4HB	0.989151492
KLK6	0.989154013
GAL3ST3	0.989155439
CCT6A	0.989155693
ZFYVE1	0.989159239
FGG	0.989163155
TGM7	0.989163416
RPRM	0.989167231
CLVS1	0.989167898
GRTP1	0.989169675
PGA4	0.989169675
LSR	0.98917456
PLD5	0.989175978
MAP7D2	0.989178357
CNIH2	0.989179441
HCN3	0.989180835
C17orf66	0.989180835
MGMT	0.989182692
KCNK6	0.989184317
FHAD1	0.989184317
SSUH2	0.989185292
CMBL	0.989185292
ZNF24	0.989185751
ZNF232	0.989186406
CLEC16A	0.989187024
FAAH2	0.989189189
PSMG3	0.989193084
UBE2N	0.989194057
HPDL	0.989195678
NXT1	0.98919892
AAR2	0.989200864
SVIP	0.989200864
TRIB3	0.989203085
EXOG	0.989203779
KCTD1	0.989206349
LUZP2	0.98920659
RNF223	0.989208633
CD97	0.989208633
FAM124A	0.989213856
MFGE8	0.989214176
C1QTNF6	0.989214695
TMEM104	0.989215099
HLCS	0.989215198
SH3PXD2B	0.98921556
BDH1	0.989216391
PNPLA5	0.989217252
FOXD2	0.989218329
MED16	0.989221557
CLIP2	0.989222479
KCNK3	0.989222479
EMC8	0.989225244
RPS11	0.989228007
ZNF276	0.989228007
ACOT11	0.989230769
TACO1	0.989231874
DACT3	0.989233692
FAM171B	0.98923798
TFPI	0.989239598
HAUS4	0.989239598
TAS2R20	0.989240081
HOXB13	0.9892403
TMEM196	0.989240885
TTYH2	0.989241058
ZBTB32	0.989241803
NAALAD2	0.98924391
DDX46	0.989245416
RNF135	0.989247312
FDX1L	0.989247312
TSPAN16	0.989247312
EPGN	0.989247312
P4HA1	0.989251297
TEX19	0.989252815
PIK3R2	0.989252815
KLF12	0.989255349
ZDHHC13	0.989256554
ZNF682	0.989256938
RSBN1	0.989258699
ADH6	0.989258861
XAF1	0.989262706
ELMSAN1	0.989266547
CBX7	0.989266547
LRP8	0.989266956
IDE	0.989268121
LINGO3	0.989268293
SERPINA5	0.989270386
MED27	0.989270386
TRIM50	0.989270386
THSD4	0.989271098
NPHP1	0.989272388
RBFOX2	0.989272594
DHRS9	0.989272944
BOC	0.989274626
ZNF84	0.989275268
DPAGT1	0.989277389
ARRDC1	0.989278056
PVRL3	0.989282386
ANO7	0.989283322
NUPL1	0.989284882
DAND5	0.989285714
TMSB15A	0.989285714
C20orf195	0.989285714
OPRD1	0.989289741
ITGAL	0.989290495
COMMD7	0.98929099
ASXL1	0.989291101
TCTEX1D1	0.989291178
C3AR1	0.989291178
SMARCB1	0.989293362
NCAPD2	0.98929471
LAYN	0.989296636
C10orf54	0.989296636
NAA60	0.989297659
MGST1	0.989298454
CRYGS	0.989298454
CSF2RB	0.989299203
PSTPIP2	0.989302089
UFSP1	0.989304813
RMDN3	0.989304813
FGD4	0.989306113
LZIC	0.989308624
SH2D3C	0.989308897
NUDT4	0.989308996
TRNAU1AP	0.989309211
DAXX	0.989311164
CCL20	0.989311164
PLA2G2D	0.989312977
NRXN1	0.989313147
HOXC11	0.989315202
FFAR2	0.989315202
PTPN7	0.98931684
GPR12	0.989317995
PAK1IP1	0.989319092
MKRN2	0.989320043
TPD52L2	0.989323843
FASLG	0.989323843
DTX3L	0.989323843
LACTB	0.989323843
MRPL36	0.989323843
2-Mar	0.989323843
TRAPPC4	0.989327641
TMEM184B	0.98932884
NT5C3L	0.989329268
PRR7	0.989331437
CACNG7	0.989331437
GALR3	0.989333333
FAM5C	0.989333333
HCLS1	0.989334688
TNS4	0.989339019
TMEM128	0.989342806
ETV6	0.989348699
WBSCR28	0.989349112
CRTC3	0.989349112
TRIM34	0.989349112
PPP1R1C	0.989350373
A4GALT	0.989350913
IDO2	0.989357173
BCL9L	0.989358601
N4BP3	0.989359644
FAM19A1	0.989361702
DEFB128	0.989361702
TMEM14C	0.989361702
C17orf98	0.989361702
LHX6	0.989365352
ROBO2	0.989365559
OTX1	0.989367089
DGCR14	0.989367986
CHODL	0.989369242
GPC2	0.989370079
CD37	0.989370401
ZFP3	0.989374745
FBF1	0.989376192
BACE2	0.989378442
TMEM138	0.989380531
CTXN2	0.989380531
C1orf86	0.989380531
RPL5	0.989382239
HABP2	0.989385228
RBP5	0.989386792
NCAPD3	0.989386792
LASP1	0.989387361
TBC1D22A	0.989387755
PADI4	0.98938992
PSMD9	0.98938992
PPP1R11	0.989391796
DCAF15	0.989394609
WNT5A	0.989396952
FAM102A	0.989398281
TMEM37	0.989399293
HAAO	0.989399293
RBM33	0.989400334
MUC15	0.989400363
SLC19A3	0.989402174
MED18	0.989403974
ASCL4	0.989403974
RELB	0.989404642
KIAA0825	0.989405053
FAM131C	0.989405533
ARHGEF39	0.989405533
MOB2	0.98940678
MMAB	0.98940865
SLC16A14	0.98940865
APBA3	0.989409985
PRG2	0.989411765
CCDC141	0.989415482
ADORA1	0.989415915
DLEU7	0.989417989
POSTN	0.989419686
METTL22	0.989421721
TMEM167A	0.9894237
SPRTN	0.98942388
ENTHD2	0.989424207
PKP3	0.989425449
ZNF347	0.989428029
TMEM119	0.989428348
KCNK1	0.989432703
IRF6	0.98943299
SLC18A1	0.989435337
SUMO3	0.98943662
CA1	0.98943662
PPP1R32	0.98943662
CD36	0.98943662
ARHGEF28	0.989440504
MCMBP	0.989441512
RPA2	0.989442815
FOLR1	0.98944591
UTP14C	0.98944687
PPP1R12C	0.989447766
GNG3	0.989449004
RAB8A	0.989449541
HGSNAT	0.989449887
SIAE	0.989450305
POLN	0.989452536
ABHD2	0.989452944
CSRNP1	0.9894535
PER3	0.989454899
LHX1	0.989455185
HHIPL2	0.989457243
DENND6B	0.989457831
DBC1	0.989460236
SMS	0.989461358
PWP1	0.989462008
HHLA1	0.989463367
PROM2	0.989465764
CALHM1	0.989466292
CHI3L2	0.989466292
HDAC10	0.989466754
VIM	0.989467525
SLC35F5	0.989469579
SET	0.989469989
DNAJA4	0.989470109
EME2	0.989473684
VKORC1	0.989473684
C17orf67	0.989473684
ANKRD34B	0.989476849
GUCY1B3	0.989480395
FUBP1	0.989481066
BUD31	0.989484753
AOX1	0.989491036
DMRTC2	0.98949115
WFDC2	0.989492119
DNAJC24	0.989493201
CA9	0.989494419
DDX6	0.989495798
CCDC27	0.989501312
CACUL1	0.9895021
HDGF	0.989504618
C17orf80	0.989505903
ASH2L	0.989506413
CCDC39	0.989506821
SH3YL1	0.98951049
PGAM2	0.98951049
RUNX1T1	0.989513423
P2RX1	0.989514156
ACTL7A	0.98951782
ZNF425	0.989519112
VAX2	0.989519651
MAPK8IP2	0.989520958
LEPREL1	0.989521382
ZNF322	0.989522213
RAB19	0.989522701
CDRT4	0.989524225
RBBP5	0.989526412
TCIRG1	0.989526765
C3orf62	0.989533011
FAM156B	0.989535644
MMP27	0.989535644
SMARCD1	0.989537925
TRMT2B	0.98953824
ERVMER34-1	0.989538938
MYBBP1A	0.989539228
NUFIP1	0.989540965
CCDC92	0.989543203
UGT3A1	0.989543395
ST6GALNAC2	0.989543726
CBR4	0.989544002
RPS19BP1	0.989547038
SMIM12	0.989547038
MLN	0.989547038
PMFBP1	0.989550073
PHGDH	0.989552239
CCDC102A	0.989552239
DMRT1	0.989553656
PDE4D	0.989554318
TSPAN17	0.989555126
CTTN	0.989556962
TUFM	0.989557434
KANSL1	0.989558083
B4GALT7	0.989559165
DHX34	0.989561587
NDUFB11	0.989565217
ZBTB42	0.989565708
EDAR	0.989566042
KRT37	0.989571263
RUNDC1	0.98957346
FAM46C	0.989573971
ABCD1	0.98957476
COX10	0.989576328
HAVCR2	0.989576947
TMTC3	0.989577217
KIAA1462	0.989578857
PCYOX1	0.989579832
MYO10	0.989581994
LCE3B	0.989583333
CERS2	0.989583333
CST6	0.989583333
PDCL	0.989583333
MTRNR2L4	0.989583333
GPC5	0.989590562
GPR157	0.989592368
RASL12	0.989595376
TSSK6	0.989597781
ASCL1	0.989598811
SNRNP70	0.989599584
ZZZ3	0.989600185
HCRT	0.989601386
KHDC3L	0.98960499
C3orf52	0.98960589
EIF3F	0.989608313
SPARC	0.989609572
NPSR1	0.98961039
GIMAP2	0.989612188
LIPF	0.989612188
CNTNAP5	0.989613387
CHM	0.989613703
SIAH3	0.989614243
SCPEP1	0.989615784
DMPK	0.989616899
MIS18A	0.989617132
HELZ	0.989617606
FAM53B	0.989618479
DENND2D	0.989619377
PIGL	0.989619377
NYAP2	0.989619377
ZXDA	0.989627353
JAM2	0.989630417
KLHL40	0.989630859
TMEM242	0.989631336
KLHL17	0.989637306
H2AFJ	0.989637306
LIX1	0.989638615
NR1H3	0.989640884
HADH	0.989643268
PRG3	0.989643268
KRT20	0.989643268
BCL10	0.989644013
CR2	0.98964497
ACSM2A	0.989648799
SLC12A2	0.989651094
FANCG	0.989651207
NUCKS1	0.989651416
RGS14	0.989653621
CENPW	0.989655172
CLDN23	0.989655172
SDF2L1	0.989655172
WDR86	0.989655172
GBP3	0.989656794
ARMCX3	0.98965721
KCNA7	0.98965755
RAB8B	0.989658738
ZSCAN4	0.989659367
WDR77	0.989660266
MAP2K6	0.989661114
SLC13A2	0.989664083
C1orf159	0.989664083
TM4SF1	0.989666137
MTPN	0.989667565
PTGIS	0.989669421
AQP5	0.989669421
TFAP2D	0.989670438
TLL2	0.989670946
GLB1L3	0.989671002
SPAG1	0.989671106
CCNJ	0.989672544
KIAA1522	0.989676208
BPIFB3	0.989676531
TENM4	0.989676805
ZKSCAN5	0.989677078
NYNRIN	0.989677584
FUZ	0.989678899
FGF1	0.989678899
THRB	0.989679263
TIGD6	0.989680748
SCNN1A	0.989681051
ACOT8	0.989681857
ARL13B	0.989684814
KANSL3	0.989684814
SUN2	0.989685268
SH3TC2	0.989686525
ZNF268	0.989690722
LAMP5	0.989690722
C6orf1	0.989690722
TBXA2R	0.989694656
SSTR1	0.989695903
SP1	0.989696791
KDELR1	0.98969736
MST1	0.989699571
AKIP1	0.989702517
CD99L2	0.989702517
YJEFN3	0.989702517
SSTR2	0.98970536
STK35	0.989706102
ZNF709	0.9897068
GGCT	0.989708405
PLA2G4F	0.989708405
C2orf48	0.989708405
IRF8	0.989710366
CLCC1	0.989712816
P2RY13	0.989714286
LOXHD1	0.989714286
GRAP	0.989715965
ZNF10	0.989716636
CDX2	0.989717224
IFT140	0.989717742
FBXO32	0.989721886
CNKSR3	0.989722967
TP53INP1	0.989723468
SEC62	0.989725209
SNX8	0.989726027
LTBR	0.989726027
C10orf2	0.989727929
DAAM2	0.989728297
SLCO1A2	0.989728959
C22orf29	0.989729225
OCIAD1	0.989731438
LPPR2	0.989732307
MYLK3	0.98973306
POMC	0.989734816
MATK	0.989737742
SLCO4A1	0.989737742
CD8A	0.989739205
ADCY5	0.989741302
CCDC89	0.989741485
UTS2R	0.98974359
TACR1	0.989744663
RBM28	0.989745403
ALDH1B1	0.989745537
MRPS15	0.989749431
KRT78	0.989749431
MRPS25	0.989749431
CERS6	0.989750446
CXADR	0.989753531
TMPRSS11A	0.989754098
HEMK1	0.989754098
SLC25A31	0.989755265
SEMA6C	0.989756722
CCRL1	0.989757914
TMEM30A	0.989758762
HAPLN4	0.989760094
NPDC1	0.989761092
ZNF134	0.989761092
SPIB	0.989761092
HTRA1	0.989762931
ATP1A3	0.989764003
MYO5B	0.989764693
ANKS1A	0.989766913
GPRC5C	0.989766913
HNRNPA3	0.989768683
RANGAP1	0.989768977
ROBO1	0.989770223
MNS1	0.989772727
CTRL	0.989772727
PEX11A	0.989773557
ADPRM	0.989775051
PIGV	0.989776047
ANKRD50	0.989777838
TSTD2	0.989781022
KCNE2	0.989781022
TCP1	0.989782886
CTF1	0.989783654
GOLT1A	0.989784336
ARL2	0.989785495
SH2B3	0.989786444
JKAMP	0.989786856
SERPINB3	0.98979013
BPNT1	0.989791389
OXER1	0.989795918
OR12D3	0.989795918
UHRF1	0.989798521
EN2	0.98979898
VPS53	0.989799773
GALR1	0.989800255
EVA1A	0.989802422
SLC38A10	0.98980335
OTUD6B	0.989805375
WDFY2	0.989806587
ABRA	0.989807062
ICT1	0.989807475
MTMR6	0.989808153
FAM83F	0.989810771
THAP1	0.989812332
RNF181	0.989813243
TRMT112	0.989813243
DDOST	0.989813243
PLCD3	0.989816701
ZNF664	0.989819528
CPLX4	0.989821883
NFX1	0.989823982
CTNND1	0.989827586
ERAP1	0.989828353
KRT17	0.989828353
ANKRD39	0.989830508
C16orf82	0.989830508
ZSCAN12	0.989831493
N4BP2	0.989832285
ZMYM1	0.98983789
NDUFA4L2	0.989839119
C5orf45	0.989839119
MRPL24	0.989841986
PGAP3	0.989841986
MYADM	0.989842726
VPS4A	0.989843029
C22orf31	0.989843029
NICN1	0.989847716
IGFBP6	0.989847716
SPANXN3	0.989847716
PLD6	0.98985115
C2orf49	0.989853439
NEDD4	0.989856593
KRT16	0.989859155
PCED1B	0.989859971
AQP6	0.989861059
PKHD1L1	0.989862805
OC90	0.989864865
MPZL1	0.989864865
DYX1C1	0.989864865
GOPC	0.989867841
OSR2	0.989868892
DIO3	0.989869754
MFNG	0.989873418
ARHGAP6	0.989873418
SSH1	0.989874638
CLEC9A	0.989876265
DPP9	0.989876265
C19orf44	0.989877301
MRPL37	0.989878543
FRS3	0.989879518
PYROXD1	0.989879518
SLC5A8	0.98988006
IL36G	0.989881956
CSPG5	0.989882854
CNTF	0.989882854
PNMA1	0.989883852
KCTD6	0.989885367
PTTG1IP	0.98988622
TIMM44	0.98988764
CCDC71L	0.989889912
APIP	0.98989048
RIOK1	0.989890821
PNMA3	0.989893318
ACBD4	0.98989435
ENPEP	0.989896907
CCL19	0.98989899
ARPC4	0.98989899
ZFYVE19	0.98989899
TTI1	0.98989899
C1QTNF9	0.98989899
C8orf46	0.98989899
PPAPDC2	0.98989899
TSPYL6	0.989905568
DHRS11	0.989905787
LAMA1	0.989906424
NUDT17	0.989910314
UGT1A9	0.989910314
ORAI2	0.989912576
RUVBL2	0.989912576
VWA5B1	0.989912576
CASP2	0.989913545
LLGL2	0.989915966
TFAP2C	0.989916551
MREG	0.989919355
ZNF302	0.989921613
LRCH2	0.989921843
ELP3	0.989923225
MYL9	0.989924433
KCNJ5	0.989926125
ATP13A4	0.989927383
ZNF234	0.989928661
ALOX15	0.989929131
ADRA2C	0.989929507
METTL21A	0.989929947
ANKRD13B	0.989930287
MEFV	0.989930556
HTR4	0.989932886
ODF3L1	0.989932886
ITIH5	0.9899357
SNX29	0.989936638
BPGM	0.989938513
ATAD1	0.989940387
ANO5	0.989941768
DUSP10	0.989941973
EPHB4	0.989942091
F2RL2	0.989942529
HFE	0.989944134
RALGAPA2	0.989946026
GPN3	0.989946381
TMEM248	0.989948574
ERC1	0.989949194
SERPINB10	0.989949749
GTSF1L	0.989949749
NEO1	0.989951114
TRIM6	0.989951378
RAB5C	0.989952719
TMEM107	0.989953632
FLT3	0.989955687
IGFALS	0.989956958
CTIF	0.989957717
TM6SF1	0.989958159
PARK7	0.989959839
LTV1	0.989960959
KIAA1731	0.989961581
OSBPL1A	0.989962359
H1FX	0.989966555
STX4	0.989966555
EHD1	0.98996808
DBP	0.989968652
HMGA2	0.989969136
ANKFY1	0.98997058
CBLC	0.989973262
MOV10L1	0.989974293
FAT1	0.98997603
TGM4	0.989976612
CAPN2	0.98997996
FAM212B	0.98997996
WNT8A	0.98997996
KCNA1	0.98997996
NUS1	0.989980396
GTF3C5	0.989980916
SPATA18	0.989981361
FAM24A	0.989983306
ETV3	0.989984977
TTC39A	0.989985163
C10orf88	0.989986188
SNRNP40	0.989986649
BARHL2	0.989986649
DBX2	0.989986649
MXRA8	0.989987484
LHX3	0.989987484
TMEM66	0.989987484
ADAMTS5	0.989990186
CEP68	0.989994542
PKD2	0.989998039
PLAA	0.99
CCL2	0.99
INMT	0.99
PHB	0.99
ME2	0.99
KCNE3	0.99
PEBP4	0.99
C1orf64	0.99
C15orf27	0.99
IQCA1	0.990006662
H3F3B	0.99000999
LHFPL4	0.990010515
CCDC85B	0.990011099
LRGUK	0.990014793
HDAC4	0.990015452
RHOB	0.990016639
GAS2L2	0.990016639
CHURC1	0.990017361
DDX41	0.990019011
ADARB2	0.990022173
TTL	0.990024938
STX16	0.99002646
FAM92B	0.990033223
MPP5	0.9900366
TLR1	0.9900369
TMEM132E	0.990039841
POT1	0.990043146
CXorf64	0.990044248
ART5	0.99004645
CEP72	0.990049751
EMILIN3	0.990049751
PPP1R3A	0.990053204
THAP9	0.990054699
ABCC11	0.990055249
CHMP7	0.990055572
NAT9	0.99006074
IKBKAP	0.990061837
PANX3	0.990062112
PAG1	0.990062354
SLC46A3	0.990062762
WSCD1	0.990066225
SUV420H2	0.990066225
COL15A1	0.990068755
GPRIN2	0.990071704
GPLD1	0.990071893
TCP11L2	0.990072202
DCTN5	0.990072799
IFFO1	0.990077178
ITGAM	0.990077178
FASTKD2	0.990079365
SCG5	0.990082645
KRT2	0.990082645
PPCDC	0.990084986
SSR4	0.990084986
G3BP2	0.990085312
GIF	0.990085922
SEC11A	0.990088106
ASB1	0.990088106
A2M	0.990088106
PDGFC	0.990089197
TMEM50A	0.99009009
TIMM8A	0.990090834
ST6GAL1	0.990091743
NOXA1	0.99009247
TVP23A	0.990096038
FLVCR2	0.99009901
PHF5A	0.99009901
FAM83D	0.99009901
PREB	0.99009901
TEX22	0.99009901
CDC23	0.990102779
HINFP	0.990103676
DUS2L	0.990104453
DHFR	0.990107172
IDI1	0.990107914
GRIN2A	0.99011178
AP2A2	0.990112994
MLEC	0.99011322
C11orf63	0.990113512
GABRA2	0.990117647
IGJ	0.990119972
PDK1	0.990120746
IER3	0.990123457
ZNF883	0.990123457
NTSR1	0.990125241
ATHL1	0.990127389
KRR1	0.990127758
TOMM40	0.99012955
CMPK1	0.990130419
PTPRZ1	0.990130989
LTB	0.990131579
FHDC1	0.990134075
RNF144A	0.990136214
VWF	0.990137173
FOXL1	0.990139688
RPL15	0.990142388
SPSB3	0.990144547
NKAPL	0.990147783
U2AF1L4	0.990147783
EXOSC10	0.990150094
DDB1	0.990151168
TRIM7	0.990151249
SCLY	0.990151826
OLFML2B	0.990152478
CEP78	0.990153173
MSANTD3	0.990153846
KERA	0.990154712
PLSCR4	0.990155605
ZSCAN16	0.990155865
SREBF1	0.990156689
SIRT2	0.99015748
WDR92	0.990158557
MYO1H	0.99015873
L1TD1	0.990162822
ABCF3	0.990163934
CPNE3	0.990163934
TMEM101	0.990163934
OR4K13	0.990163934
ASS1	0.990163934
ALDH5A1	0.990164883
UPP1	0.990167158
PLXNB3	0.990167634
UBE3D	0.990169306
ING2	0.990169794
PARP16	0.990169794
MRTO4	0.99017199
IP6K1	0.99017199
TMEM9B	0.99017341
GJA1	0.9901736
GPR112	0.990174326
TIGD5	0.990175139
DYRK2	0.990175439
ELMOD1	0.990176152
ADCY6	0.99017625
B3GAT3	0.990178023
TPGS2	0.990180033
CLASRP	0.990182954
EPN3	0.99018374
FKBP9	0.990184758
CMC4	0.990186457
SRM	0.990188062
SLC26A2	0.990188583
RCOR3	0.990188679
SIDT1	0.99019019
GCNT3	0.990190736
GAS2	0.990191017
GGT5	0.990192072
GDF1	0.990192072
SMC5	0.990192763
GPR25	0.990196078
UCN	0.990196078
CBX8	0.990196078
LCE2B	0.990196078
MARS2	0.990199281
ECEL1	0.990199637
CCDC60	0.990200082
ZFPM2	0.990200445
TMEM100	0.990202082
TBX10	0.990202482
GDF3	0.990204082
TMPRSS11E	0.990205224
UBE2U	0.990206746
PRRG2	0.990206746
MUTYH	0.990206746
CLOCK	0.990207599
NFE2L1	0.990208333
ZNF426	0.990209168
ZNF253	0.99020979
DPY19L4	0.990210124
WDR81	0.990212072
HIGD1B	0.990212072
MAOA	0.990216425
FXYD5	0.990217391
KANK1	0.990218056
FIZ1	0.990218209
C15orf59	0.990218209
ZNF280A	0.99021891
PDLIM5	0.990220454
PVRL4	0.990221455
NPR1	0.990221798
CLIC4	0.990221798
PSKH1	0.990222222
TSPAN3	0.990222705
ACAP2	0.990224829
ALOXE3	0.990226986
MED30	0.990228013
CRB3	0.990228013
DCHS2	0.990228013
RAD51AP1	0.990232558
ATP5B	0.990233315
CYP2J2	0.990234375
TDRD10	0.990237691
KCTD14	0.99023795
B3GALT4	0.990238612
OVGP1	0.990238612
PI4K2B	0.990241102
RPL9	0.990243902
ATF3	0.990243902
DNAJC25	0.990243902
14-Sep	0.990245189
ARHGAP9	0.990245806
KIAA1715	0.99024798
ATP10A	0.990248566
ZNF736	0.990248659
UCK1	0.990248659
CDC14B	0.99024961
JRKL	0.990250244
IL23A	0.990250696
MARK1	0.990252172
TATDN2	0.990252708
C15orf55	0.990252898
MEF2A	0.990254467
LPAR4	0.99025641
ADCK4	0.99025974
EPS15L1	0.99025974
PMM2	0.99025974
C1orf228	0.99025974
BCAT1	0.990264439
DNMT3L	0.99026764
UTP3	0.99026764
TUBGCP5	0.99026764
LRRC45	0.99026764
ZNF658	0.990269461
POLR3C	0.99027027
OTUD4	0.990270728
FAM104B	0.990272374
PFN1	0.990272374
NANOS2	0.990272374
MDH2	0.990275527
KSR2	0.990275712
UBN2	0.990279637
RWDD4	0.990279938
GLIPR1L1	0.990280778
BLOC1S4	0.990283401
LAMA4	0.990284974
HDAC11	0.990287895
NET1	0.990291262
CDKL4	0.990291262
CCDC83	0.990291262
MICU1	0.990295188
CDHR5	0.990297542
ZDHHC23	0.990299824
KIAA0020	0.990300231
PHF20L1	0.990301003
NRSN2	0.990301724
PKHD1	0.990302448
SCARF1	0.990303814
SLC30A8	0.990303934
EIF4E1B	0.990305742
ERMN	0.990307868
SRSF11	0.990308686
CCDC33	0.990308686
SPATS2	0.990309472
PTGES2	0.990310078
TRIML1	0.990310078
CHAC1	0.990310078
C16orf93	0.990310078
SF3B3	0.990311419
VWA3B	0.99031171
HEY1	0.990312638
SKIDA1	0.990313832
DNAJC27	0.990317264
MRPL16	0.990319458
NSF	0.990320937
MYRIP	0.990321902
NDUFV1	0.990322581
WDR38	0.990322581
ZNF213	0.990325701
PAPSS2	0.990326797
CAMK2A	0.990327228
CLIC5	0.990332975
PALB2	0.990335941
MRPS11	0.990338164
ST6GALNAC1	0.990338164
C22orf32	0.990338164
CYB5R2	0.990338164
ZNRF1	0.990339773
TUBA1C	0.990341275
TERF1	0.990341497
DIO1	0.990341753
PPARGC1B	0.990343146
IMPDH1	0.990344828
LYPD6B	0.990345937
TSEN34	0.990345937
LPPR1	0.990346643
PLD2	0.990348055
SENP6	0.990348692
SASH3	0.990348924
FAM13B	0.990351057
BNC2	0.990351696
OR2A12	0.990353698
C12orf45	0.990353698
PDE6A	0.990354372
HOXC8	0.990355107
ZNF212	0.990357143
LIFR	0.990357974
PAX3	0.990359897
ZNF473	0.990359897
EPHX1	0.990359897
NCOA5	0.990363693
TUT1	0.990364026
DNAJA2	0.990371846
SRRM2	0.990377419
ARHGAP19	0.990379278
ZNF845	0.990379872
LLGL1	0.990380211
PTCH1	0.990382303
KLHDC10	0.990383124
DPH5	0.990384615
OR2Y1	0.990384615
OR5L1	0.990384615
OR1L4	0.990384615
ZWINT	0.990390775
SLC37A1	0.990391459
TRUB1	0.990392314
CBR1	0.990392314
TNPO2	0.990394877
CCDC102B	0.990395272
TRAPPC10	0.990396158
XKR6	0.990397439
TMF1	0.990397805
RAB30	0.990398818
C9orf152	0.990399386
CCT2	0.9904
LRRC6	0.9904
NPRL3	0.9904
ZNF257	0.990400903
LBH	0.990401097
VNN1	0.990404564
AGK	0.990405117
BRD4	0.990405757
CFL2	0.990406881
C2CD4A	0.990406977
VIMP	0.990407674
ZFP92	0.990407674
TMEM35	0.990408884
WWC3	0.990410313
FAM222B	0.990410622
OPALIN	0.990412551
SLC6A17	0.990412979
CFHR5	0.990415335
KCTD7	0.990415335
FAM114A2	0.990415335
OR52A1	0.990415335
LMBR1	0.99041769
CNDP1	0.990419708
ABI2	0.990420272
KCNK5	0.990420436
LPXN	0.990420436
MINPP1	0.990420658
PTK6	0.990421456
NRAP	0.990422841
STAM2	0.990423387
FER1L5	0.990423494
BCLAF1	0.990424571
TTC9	0.99042879
WDR24	0.990428926
PGK2	0.990430622
FGF10	0.990430622
C1QTNF7	0.990430622
MEDAG	0.990433673
KLF9	0.990434143
OFD1	0.990434545
ITGB8	0.990434981
NFATC2	0.99043861
CREBL2	0.990440786
CBLN2	0.99044586
ZUFSP	0.99044586
WNT3A	0.99044586
NEIL3	0.990448505
COG8	0.990449662
ICAM1	0.990450928
PTK7	0.990451182
CTHRC1	0.990453461
ADAMTS15	0.990454304
KDELR2	0.990454372
APH1B	0.990455992
MRFAP1L1	0.990455992
SLC6A8	0.990457387
GUCA1A	0.990458015
SMPDL3A	0.990458882
PLXNB2	0.990461049
SLC27A6	0.990462734
KCNK13	0.990463215
SLC39A1	0.990463806
GPR143	0.990464081
CD69	0.990464839
ZNRF2	0.990468626
TPM2	0.990468626
RPE65	0.990471869
CSNK1A1	0.99047619
EVI2A	0.99047619
G6PC	0.99047619
CDK16	0.99047619
TAS2R42	0.99047619
SPACA3	0.99047619
FAM115A	0.990478251
SLC29A2	0.990479968
SHH	0.990482234
CHRM1	0.990483441
DRD5	0.990484429
CATSPERD	0.990487515
ENPP3	0.990488269
SMC6	0.99048913
MAN2B2	0.990489777
TMED1	0.990491284
GLT6D1	0.990491284
CAB39	0.99049217
STX11	0.990492443
RECQL4	0.990493795
OTOF	0.990494828
PLAUR	0.990498812
ZBTB5	0.990504963
CNTNAP2	0.990508542
SRGAP3	0.990509666
MFN2	0.990510083
GPR83	0.990510619
NR0B2	0.990513834
IZUMO4	0.990516333
GRSF1	0.990516333
ACADS	0.990516333
RRH	0.990518331
POLR3G	0.990518331
C15orf39	0.99051908
CRYM	0.990521327
VAV2	0.990524321
MAGEA2	0.990524321
NUDCD2	0.990526316
GNG10	0.990526316
MIS18BP1	0.990527083
CCDC86	0.990528808
NHS	0.990532694
USP28	0.990535599
HRAS	0.990536278
CABP2	0.990536278
PLAC1	0.990536278
OR10A7	0.990536278
OR52A5	0.990536278
C9orf91	0.990537024
PTP4A1	0.990537734
PRDM4	0.990537849
IL17RD	0.990539262
HEG1	0.990540901
ELF5	0.990541702
C2orf16	0.990542558
TACC1	0.990547679
DNAJB12	0.990549527
SLC16A3	0.990551181
SUMF1	0.990552669
DCAKD	0.990553306
NVL	0.990556139
NACC2	0.99055794
IL13	0.990558615
UBE2K	0.99056023
SLCO6A1	0.990562328
CLUH	0.990562404
TMEM255A	0.99056334
FAM129A	0.990564689
ALDH9A1	0.990566038
PDZRN4	0.990566038
VWA5A	0.990566038
BEST2	0.990566038
NNAT	0.990566038
C10orf11	0.990566038
USP35	0.99057098
TBC1D13	0.990572879
KLHL3	0.99057321
FOXM1	0.990574122
NEBL	0.990574506
CD200	0.990574929
SNRNP25	0.990575916
MCM5	0.990580848
RHOA	0.990581717
DIO2	0.990585774
KCND2	0.990585975
THSD1	0.990586759
MED26	0.990588235
C1orf173	0.990588566
HMG20B	0.990589711
STOML3	0.990590695
SLC7A10	0.990590695
ENPP2	0.990592662
CNN1	0.990595611
HIST2H3D	0.990595611
OR4D5	0.990595611
OR13C2	0.990595611
